description	gene
Ribosomal small subunit assembly GO:0000028	rpsA
Ribosomal small subunit assembly GO:0000028	era
Ribosomal small subunit assembly GO:0000028	rimM
Ribosomal small subunit assembly GO:0000028	rpsP
Ribosomal small subunit assembly GO:0000028	rpsU
Ribosomal small subunit assembly GO:0000028	rpsO
Ribosomal small subunit assembly GO:0000028	rimP
Ribosomal small subunit assembly GO:0000028	rpsD
Ribosomal small subunit assembly GO:0000028	rpsK
Ribosomal small subunit assembly GO:0000028	rpsH
Ribosomal small subunit assembly GO:0000028	rpsN
Ribosomal small subunit assembly GO:0000028	rpsQ
Ribosomal small subunit assembly GO:0000028	rpsC
Ribosomal small subunit assembly GO:0000028	rpsS
Ribosomal small subunit assembly GO:0000028	rpsG
Ribosomal small subunit assembly GO:0000028	rsgA
tRNA aminoacylation GO:0043039	proS
tRNA aminoacylation GO:0043039	cysS
tRNA aminoacylation GO:0043039	leuS
tRNA aminoacylation GO:0043039	glnS
tRNA aminoacylation GO:0043039	serS
tRNA aminoacylation GO:0043039	asnS
tRNA aminoacylation GO:0043039	tyrS
tRNA aminoacylation GO:0043039	pheT
tRNA aminoacylation GO:0043039	pheS
tRNA aminoacylation GO:0043039	thrS
tRNA aminoacylation GO:0043039	aspS
tRNA aminoacylation GO:0043039	argS
tRNA aminoacylation GO:0043039	gltX
tRNA aminoacylation GO:0043039	hisS
tRNA aminoacylation GO:0043039	alaS
tRNA aminoacylation GO:0043039	trpS
tRNA aminoacylation GO:0043039	glyS
tRNA aminoacylation GO:0043039	glyQ
tRNA aminoacylation GO:0043039	valS
Peptide metabolic process GO:0006518	rpsT
Peptide metabolic process GO:0006518	rpsB
Peptide metabolic process GO:0006518	tsf
Peptide metabolic process GO:0006518	proS
Peptide metabolic process GO:0006518	cysS
Peptide metabolic process GO:0006518	leuS
Peptide metabolic process GO:0006518	glnS
Peptide metabolic process GO:0006518	infA
Peptide metabolic process GO:0006518	serS
Peptide metabolic process GO:0006518	rpsA
Peptide metabolic process GO:0006518	asnS
Peptide metabolic process GO:0006518	prfA
Peptide metabolic process GO:0006518	tyrS
Peptide metabolic process GO:0006518	pheT
Peptide metabolic process GO:0006518	pheS
Peptide metabolic process GO:0006518	rplT
Peptide metabolic process GO:0006518	rpmI
Peptide metabolic process GO:0006518	infC
Peptide metabolic process GO:0006518	thrS
Peptide metabolic process GO:0006518	aspS
Peptide metabolic process GO:0006518	argS
Peptide metabolic process GO:0006518	rplY
Peptide metabolic process GO:0006518	gltX
Peptide metabolic process GO:0006518	hisS
Peptide metabolic process GO:0006518	rplS
Peptide metabolic process GO:0006518	rpsP
Peptide metabolic process GO:0006518	alaS
Peptide metabolic process GO:0006518	prfB
Peptide metabolic process GO:0006518	rpsU
Peptide metabolic process GO:0006518	rpsO
Peptide metabolic process GO:0006518	infB
Peptide metabolic process GO:0006518	rimP
Peptide metabolic process GO:0006518	rpmA
Peptide metabolic process GO:0006518	rplU
Peptide metabolic process GO:0006518	sspA
Peptide metabolic process GO:0006518	rpsI
Peptide metabolic process GO:0006518	rplM
Peptide metabolic process GO:0006518	rplQ
Peptide metabolic process GO:0006518	rpsD
Peptide metabolic process GO:0006518	rpsK
Peptide metabolic process GO:0006518	rpsM
Peptide metabolic process GO:0006518	rpmJ
Peptide metabolic process GO:0006518	rpmD
Peptide metabolic process GO:0006518	rplR
Peptide metabolic process GO:0006518	rplF
Peptide metabolic process GO:0006518	rpsH
Peptide metabolic process GO:0006518	rpsN
Peptide metabolic process GO:0006518	rplX
Peptide metabolic process GO:0006518	rplN
Peptide metabolic process GO:0006518	rpsQ
Peptide metabolic process GO:0006518	rpmC
Peptide metabolic process GO:0006518	rplP
Peptide metabolic process GO:0006518	rpsC
Peptide metabolic process GO:0006518	rplV
Peptide metabolic process GO:0006518	rpsS
Peptide metabolic process GO:0006518	rplB
Peptide metabolic process GO:0006518	rplD
Peptide metabolic process GO:0006518	rplC
Peptide metabolic process GO:0006518	rpsJ
Peptide metabolic process GO:0006518	fusA
Peptide metabolic process GO:0006518	rpsG
Peptide metabolic process GO:0006518	rpsL
Peptide metabolic process GO:0006518	trpS
Peptide metabolic process GO:0006518	glyS
Peptide metabolic process GO:0006518	glyQ
Peptide metabolic process GO:0006518	rpmG
Peptide metabolic process GO:0006518	rpmB
Peptide metabolic process GO:0006518	rpmH
Peptide metabolic process GO:0006518	rpmE
Peptide metabolic process GO:0006518	rplK
Peptide metabolic process GO:0006518	rplA
Peptide metabolic process GO:0006518	rplJ
Peptide metabolic process GO:0006518	rplL
Peptide metabolic process GO:0006518	rpsF
Peptide metabolic process GO:0006518	rpsR
Peptide metabolic process GO:0006518	rplI
Peptide metabolic process GO:0006518	valS
Amino acid activation GO:0043038	proS
Amino acid activation GO:0043038	cysS
Amino acid activation GO:0043038	leuS
Amino acid activation GO:0043038	glnS
Amino acid activation GO:0043038	serS
Amino acid activation GO:0043038	asnS
Amino acid activation GO:0043038	tyrS
Amino acid activation GO:0043038	pheT
Amino acid activation GO:0043038	pheS
Amino acid activation GO:0043038	thrS
Amino acid activation GO:0043038	aspS
Amino acid activation GO:0043038	argS
Amino acid activation GO:0043038	gltX
Amino acid activation GO:0043038	hisS
Amino acid activation GO:0043038	alaS
Amino acid activation GO:0043038	trpS
Amino acid activation GO:0043038	glyS
Amino acid activation GO:0043038	glyQ
Amino acid activation GO:0043038	valS
Non-membrane-bounded organelle assembly GO:0140694	rpsT
Non-membrane-bounded organelle assembly GO:0140694	rpsB
Non-membrane-bounded organelle assembly GO:0140694	rpsA
Non-membrane-bounded organelle assembly GO:0140694	rplT
Non-membrane-bounded organelle assembly GO:0140694	rplY
Non-membrane-bounded organelle assembly GO:0140694	der
Non-membrane-bounded organelle assembly GO:0140694	era
Non-membrane-bounded organelle assembly GO:0140694	rplS
Non-membrane-bounded organelle assembly GO:0140694	rimM
Non-membrane-bounded organelle assembly GO:0140694	rpsP
Non-membrane-bounded organelle assembly GO:0140694	rpsU
Non-membrane-bounded organelle assembly GO:0140694	rpsO
Non-membrane-bounded organelle assembly GO:0140694	rimP
Non-membrane-bounded organelle assembly GO:0140694	rlmE
Non-membrane-bounded organelle assembly GO:0140694	obgE
Non-membrane-bounded organelle assembly GO:0140694	rpmA
Non-membrane-bounded organelle assembly GO:0140694	rplQ
Non-membrane-bounded organelle assembly GO:0140694	rpoA
Non-membrane-bounded organelle assembly GO:0140694	rpsD
Non-membrane-bounded organelle assembly GO:0140694	rpsK
Non-membrane-bounded organelle assembly GO:0140694	rpmD
Non-membrane-bounded organelle assembly GO:0140694	rplF
Non-membrane-bounded organelle assembly GO:0140694	rpsH
Non-membrane-bounded organelle assembly GO:0140694	rpsN
Non-membrane-bounded organelle assembly GO:0140694	rplX
Non-membrane-bounded organelle assembly GO:0140694	rpsQ
Non-membrane-bounded organelle assembly GO:0140694	rpmC
Non-membrane-bounded organelle assembly GO:0140694	rplP
Non-membrane-bounded organelle assembly GO:0140694	rpsC
Non-membrane-bounded organelle assembly GO:0140694	rplV
Non-membrane-bounded organelle assembly GO:0140694	rpsS
Non-membrane-bounded organelle assembly GO:0140694	rplB
Non-membrane-bounded organelle assembly GO:0140694	rplD
Non-membrane-bounded organelle assembly GO:0140694	rplC
Non-membrane-bounded organelle assembly GO:0140694	rpsG
Non-membrane-bounded organelle assembly GO:0140694	rpmG
Non-membrane-bounded organelle assembly GO:0140694	rpmB
Non-membrane-bounded organelle assembly GO:0140694	rplK
Non-membrane-bounded organelle assembly GO:0140694	rplA
Non-membrane-bounded organelle assembly GO:0140694	rpoC
Non-membrane-bounded organelle assembly GO:0140694	rsgA
Ribosomal large subunit assembly GO:0000027	rplT
Ribosomal large subunit assembly GO:0000027	rplY
Ribosomal large subunit assembly GO:0000027	der
Ribosomal large subunit assembly GO:0000027	rplS
Ribosomal large subunit assembly GO:0000027	rlmE
Ribosomal large subunit assembly GO:0000027	rpmA
Ribosomal large subunit assembly GO:0000027	rplQ
Ribosomal large subunit assembly GO:0000027	rpmD
Ribosomal large subunit assembly GO:0000027	rplF
Ribosomal large subunit assembly GO:0000027	rplX
Ribosomal large subunit assembly GO:0000027	rpmC
Ribosomal large subunit assembly GO:0000027	rplP
Ribosomal large subunit assembly GO:0000027	rplB
Ribosomal large subunit assembly GO:0000027	rplC
Ribosomal large subunit assembly GO:0000027	rpmG
Ribosomal large subunit assembly GO:0000027	rpmB
Ribosomal large subunit assembly GO:0000027	rplK
Ribosomal large subunit assembly GO:0000027	rplA
Ribosomal large subunit biogenesis GO:0042273	rplT
Ribosomal large subunit biogenesis GO:0042273	rplY
Ribosomal large subunit biogenesis GO:0042273	der
Ribosomal large subunit biogenesis GO:0042273	rplS
Ribosomal large subunit biogenesis GO:0042273	rlmE
Ribosomal large subunit biogenesis GO:0042273	rpmA
Ribosomal large subunit biogenesis GO:0042273	rplQ
Ribosomal large subunit biogenesis GO:0042273	rpmD
Ribosomal large subunit biogenesis GO:0042273	rplF
Ribosomal large subunit biogenesis GO:0042273	rplX
Ribosomal large subunit biogenesis GO:0042273	rpmC
Ribosomal large subunit biogenesis GO:0042273	rplP
Ribosomal large subunit biogenesis GO:0042273	rplB
Ribosomal large subunit biogenesis GO:0042273	rplC
Ribosomal large subunit biogenesis GO:0042273	rpmG
Ribosomal large subunit biogenesis GO:0042273	rpmB
Ribosomal large subunit biogenesis GO:0042273	rplK
Ribosomal large subunit biogenesis GO:0042273	rplA
mRNA 5-UTR binding GO:0048027	thrS
mRNA 5-UTR binding GO:0048027	csrA
mRNA 5-UTR binding GO:0048027	rplM
mRNA 5-UTR binding GO:0048027	rpsD
mRNA 5-UTR binding GO:0048027	rpsK
mRNA 5-UTR binding GO:0048027	rplD
mRNA 5-UTR binding GO:0048027	rpsF
mRNA 5-UTR binding GO:0048027	rpsR
Amide biosynthetic process GO:0043604	rpsT
Amide biosynthetic process GO:0043604	aceF
Amide biosynthetic process GO:0043604	rpsB
Amide biosynthetic process GO:0043604	tsf
Amide biosynthetic process GO:0043604	proS
Amide biosynthetic process GO:0043604	cysS
Amide biosynthetic process GO:0043604	leuS
Amide biosynthetic process GO:0043604	glnS
Amide biosynthetic process GO:0043604	infA
Amide biosynthetic process GO:0043604	serS
Amide biosynthetic process GO:0043604	rpsA
Amide biosynthetic process GO:0043604	asnS
Amide biosynthetic process GO:0043604	prfA
Amide biosynthetic process GO:0043604	tyrS
Amide biosynthetic process GO:0043604	pheT
Amide biosynthetic process GO:0043604	pheS
Amide biosynthetic process GO:0043604	rplT
Amide biosynthetic process GO:0043604	rpmI
Amide biosynthetic process GO:0043604	infC
Amide biosynthetic process GO:0043604	thrS
Amide biosynthetic process GO:0043604	aspS
Amide biosynthetic process GO:0043604	argS
Amide biosynthetic process GO:0043604	rplY
Amide biosynthetic process GO:0043604	pta
Amide biosynthetic process GO:0043604	accD
Amide biosynthetic process GO:0043604	gltX
Amide biosynthetic process GO:0043604	hisS
Amide biosynthetic process GO:0043604	rplS
Amide biosynthetic process GO:0043604	rpsP
Amide biosynthetic process GO:0043604	alaS
Amide biosynthetic process GO:0043604	prfB
Amide biosynthetic process GO:0043604	rpsU
Amide biosynthetic process GO:0043604	rpsO
Amide biosynthetic process GO:0043604	infB
Amide biosynthetic process GO:0043604	rimP
Amide biosynthetic process GO:0043604	rpmA
Amide biosynthetic process GO:0043604	rplU
Amide biosynthetic process GO:0043604	rpsI
Amide biosynthetic process GO:0043604	rplM
Amide biosynthetic process GO:0043604	accB
Amide biosynthetic process GO:0043604	rplQ
Amide biosynthetic process GO:0043604	rpsD
Amide biosynthetic process GO:0043604	rpsK
Amide biosynthetic process GO:0043604	rpsM
Amide biosynthetic process GO:0043604	rpmJ
Amide biosynthetic process GO:0043604	rpmD
Amide biosynthetic process GO:0043604	rplR
Amide biosynthetic process GO:0043604	rplF
Amide biosynthetic process GO:0043604	rpsH
Amide biosynthetic process GO:0043604	rpsN
Amide biosynthetic process GO:0043604	rplX
Amide biosynthetic process GO:0043604	rplN
Amide biosynthetic process GO:0043604	rpsQ
Amide biosynthetic process GO:0043604	rpmC
Amide biosynthetic process GO:0043604	rplP
Amide biosynthetic process GO:0043604	rpsC
Amide biosynthetic process GO:0043604	rplV
Amide biosynthetic process GO:0043604	rpsS
Amide biosynthetic process GO:0043604	rplB
Amide biosynthetic process GO:0043604	rplD
Amide biosynthetic process GO:0043604	rplC
Amide biosynthetic process GO:0043604	rpsJ
Amide biosynthetic process GO:0043604	fusA
Amide biosynthetic process GO:0043604	rpsG
Amide biosynthetic process GO:0043604	rpsL
Amide biosynthetic process GO:0043604	trpS
Amide biosynthetic process GO:0043604	glyS
Amide biosynthetic process GO:0043604	glyQ
Amide biosynthetic process GO:0043604	rpmG
Amide biosynthetic process GO:0043604	rpmB
Amide biosynthetic process GO:0043604	rpmH
Amide biosynthetic process GO:0043604	rpmE
Amide biosynthetic process GO:0043604	rplK
Amide biosynthetic process GO:0043604	rplA
Amide biosynthetic process GO:0043604	rplJ
Amide biosynthetic process GO:0043604	rplL
Amide biosynthetic process GO:0043604	rpsF
Amide biosynthetic process GO:0043604	rpsR
Amide biosynthetic process GO:0043604	rplI
Amide biosynthetic process GO:0043604	valS
Intracellular organelle GO:0043229	rpsT
Intracellular organelle GO:0043229	rpsB
Intracellular organelle GO:0043229	nusB
Intracellular organelle GO:0043229	dnaX
Intracellular organelle GO:0043229	holA
Intracellular organelle GO:0043229	rpsA
Intracellular organelle GO:0043229	topA
Intracellular organelle GO:0043229	rplT
Intracellular organelle GO:0043229	rpmI
Intracellular organelle GO:0043229	rplY
Intracellular organelle GO:0043229	rplS
Intracellular organelle GO:0043229	rimM
Intracellular organelle GO:0043229	rpsP
Intracellular organelle GO:0043229	rpsU
Intracellular organelle GO:0043229	dnaG
Intracellular organelle GO:0043229	rpsO
Intracellular organelle GO:0043229	nusA
Intracellular organelle GO:0043229	rpmA
Intracellular organelle GO:0043229	rplU
Intracellular organelle GO:0043229	rpsI
Intracellular organelle GO:0043229	rplM
Intracellular organelle GO:0043229	mreB
Intracellular organelle GO:0043229	rplQ
Intracellular organelle GO:0043229	rpoA
Intracellular organelle GO:0043229	rpsD
Intracellular organelle GO:0043229	rpsK
Intracellular organelle GO:0043229	rpsM
Intracellular organelle GO:0043229	rpmJ
Intracellular organelle GO:0043229	rpmD
Intracellular organelle GO:0043229	rplR
Intracellular organelle GO:0043229	rplF
Intracellular organelle GO:0043229	rpsH
Intracellular organelle GO:0043229	rpsN
Intracellular organelle GO:0043229	rplX
Intracellular organelle GO:0043229	rplN
Intracellular organelle GO:0043229	rpsQ
Intracellular organelle GO:0043229	rpmC
Intracellular organelle GO:0043229	rplP
Intracellular organelle GO:0043229	rpsC
Intracellular organelle GO:0043229	rplV
Intracellular organelle GO:0043229	rpsS
Intracellular organelle GO:0043229	rplB
Intracellular organelle GO:0043229	rplD
Intracellular organelle GO:0043229	rplC
Intracellular organelle GO:0043229	rpsJ
Intracellular organelle GO:0043229	rpsG
Intracellular organelle GO:0043229	rpsL
Intracellular organelle GO:0043229	rpmG
Intracellular organelle GO:0043229	rpmB
Intracellular organelle GO:0043229	gyrB
Intracellular organelle GO:0043229	dnaN
Intracellular organelle GO:0043229	dnaA
Intracellular organelle GO:0043229	rpmH
Intracellular organelle GO:0043229	rpmE
Intracellular organelle GO:0043229	nusG
Intracellular organelle GO:0043229	rplK
Intracellular organelle GO:0043229	rplA
Intracellular organelle GO:0043229	rplJ
Intracellular organelle GO:0043229	rplL
Intracellular organelle GO:0043229	rpoC
Intracellular organelle GO:0043229	ssb
Intracellular organelle GO:0043229	rpsF
Intracellular organelle GO:0043229	priB
Intracellular organelle GO:0043229	rpsR
Intracellular organelle GO:0043229	rplI
Intracellular organelle GO:0043229	mgtA
Intracellular organelle GO:0043229	dnaC
Ribosomal small subunit biogenesis GO:0042274	rpsT
Ribosomal small subunit biogenesis GO:0042274	rpsB
Ribosomal small subunit biogenesis GO:0042274	rpsA
Ribosomal small subunit biogenesis GO:0042274	era
Ribosomal small subunit biogenesis GO:0042274	rimM
Ribosomal small subunit biogenesis GO:0042274	rpsP
Ribosomal small subunit biogenesis GO:0042274	rpsU
Ribosomal small subunit biogenesis GO:0042274	rpsO
Ribosomal small subunit biogenesis GO:0042274	rimP
Ribosomal small subunit biogenesis GO:0042274	rpsD
Ribosomal small subunit biogenesis GO:0042274	rpsK
Ribosomal small subunit biogenesis GO:0042274	rpsH
Ribosomal small subunit biogenesis GO:0042274	rpsN
Ribosomal small subunit biogenesis GO:0042274	rpsQ
Ribosomal small subunit biogenesis GO:0042274	rpsC
Ribosomal small subunit biogenesis GO:0042274	rpsS
Ribosomal small subunit biogenesis GO:0042274	rpsG
Ribosomal small subunit biogenesis GO:0042274	rsgA
Intracellular non-membrane-bounded organelle GO:0043232	rpsT
Intracellular non-membrane-bounded organelle GO:0043232	rpsB
Intracellular non-membrane-bounded organelle GO:0043232	dnaX
Intracellular non-membrane-bounded organelle GO:0043232	holA
Intracellular non-membrane-bounded organelle GO:0043232	rpsA
Intracellular non-membrane-bounded organelle GO:0043232	topA
Intracellular non-membrane-bounded organelle GO:0043232	rplT
Intracellular non-membrane-bounded organelle GO:0043232	rpmI
Intracellular non-membrane-bounded organelle GO:0043232	rplY
Intracellular non-membrane-bounded organelle GO:0043232	rplS
Intracellular non-membrane-bounded organelle GO:0043232	rimM
Intracellular non-membrane-bounded organelle GO:0043232	rpsP
Intracellular non-membrane-bounded organelle GO:0043232	rpsU
Intracellular non-membrane-bounded organelle GO:0043232	dnaG
Intracellular non-membrane-bounded organelle GO:0043232	rpsO
Intracellular non-membrane-bounded organelle GO:0043232	rpmA
Intracellular non-membrane-bounded organelle GO:0043232	rplU
Intracellular non-membrane-bounded organelle GO:0043232	rpsI
Intracellular non-membrane-bounded organelle GO:0043232	rplM
Intracellular non-membrane-bounded organelle GO:0043232	mreB
Intracellular non-membrane-bounded organelle GO:0043232	rplQ
Intracellular non-membrane-bounded organelle GO:0043232	rpsD
Intracellular non-membrane-bounded organelle GO:0043232	rpsK
Intracellular non-membrane-bounded organelle GO:0043232	rpsM
Intracellular non-membrane-bounded organelle GO:0043232	rpmJ
Intracellular non-membrane-bounded organelle GO:0043232	rpmD
Intracellular non-membrane-bounded organelle GO:0043232	rplR
Intracellular non-membrane-bounded organelle GO:0043232	rplF
Intracellular non-membrane-bounded organelle GO:0043232	rpsH
